0.0,VisitBaseNamespaceDeclaration
0.0,ParseNamespaceDeclaration
0.0,GetMatchingNamespaceDeclaration
0.0,IsInNamespaceDeclaration
0.0,BindVariableDeclaration
0.0,ParseVariableDeclaration
0.0,ParseTypeDeclaration
0.0,SubstituteTypeDeclaration
0.0,IsPossibleStartOfTypeDeclaration
0.0,IsInTypeDeclaration
0.0,ParseDelegateDeclaration
0.0,IsInDelegateDeclaration
0.0,IsPossibleAttributeDeclaration
0.0,ParseAttributeDeclaration
0.0,IsPossibleGlobalAttributeDeclaration
0.0,BoundLocalDeclaration
0.0,MakeLocalDeclaration
0.0,ParseLocalDeclaration
0.0,RewriteLocalDeclaration
0.0,ParseEnumDeclaration
0.0,VisitOperatorOrConversionDeclaration
0.0,LocalOrDeconstructionDeclaration
0.0,ParseExpressionOrDeclaration
0.0,IsOutVarDeclaration
0.0,IsPossibleNamespaceMemberDeclaration
0.0,IsPartialInNamespaceMemberDeclaration
0.0,CanReuseMemberDeclaration
0.0,IsPossibleEnumMemberDeclaration
0.0,ParseEnumMemberDeclaration
0.0,GetMemberDeclaration
0.0,ParseFixedSizeBufferDeclaration
0.0,ParseIndexerDeclaration
0.0,ParseAccessorDeclaration
0.0,ParseOperatorDeclaration
0.0,TryParseConversionOperatorDeclaration
0.0,ParseDestructorDeclaration
0.0,ParseConstructorDeclaration
0.0,ParseEventDeclaration
0.0,CreateScriptRootDeclaration
0.0,CheckOutDeclaration
0.0,IsOutDeclaration
0.0,CheckForDeclarationWithoutAssemblyDeclaration
0.0,ParsePropertyDeclaration
0.0,TryParseIndexerOrPropertyDeclaration
0.0,BoundAnonymousPropertyDeclaration
0.0,AppendOptionalGeneration
0.0,CreateBoundLambdaOperation
0.0,CreateUnboundLambdaOperation
0.0,LoweredDynamicOperation
0.0,MakeDynamicOperation
0.0,CreateBoundMethodGroupSingleMethodOperation
0.0,CreateBoundBaseReferenceOperation
0.0,CreateBoundThisReferenceOperation
0.0,CreateBoundRangeVariableOperation
0.0,CreateBoundMultipleLocalDeclarationsBaseOperation
0.0,CreateBoundQueryClauseOperation
0.0,AddDelegateOperation
0.0,RewriteDelegateOperation
0.0,CreateBoundFieldEqualsValueOperation
0.0,CreateBoundParameterEqualsValueOperation
0.0,CreateBoundPropertyEqualsValueOperation
0.0,CreateBoundBlockOperation
0.0,CreateBoundLocalOperation
0.0,CreateBoundLiteralOperation
0.0,CreateBoundSwitchLabelOperation
0.0,CreateBoundCallOperation
0.0,GetEnumOperation
0.0,CreateBoundBadExpressionOperation
0.0,CreateBoundDiscardExpressionOperation
0.0,CreateRangeExpressionOperation
0.0,CreateBoundWithExpressionOperation
0.0,CreateBoundDynamicInvocationExpressionOperation
0.0,CreateBoundDelegateCreationExpressionOperation
0.0,CreateNoPiaObjectCreationExpressionOperation
0.0,CreateBoundDynamicObjectCreationExpressionOperation
0.0,CreateBoundObjectCreationExpressionOperation
0.0,CreateBoundAnonymousObjectCreationExpressionOperation
0.0,CreateBoundIsPatternExpressionOperation
0.0,CreateBoundCollectionInitializerExpressionOperation
0.0,CreateBoundObjectInitializerExpressionOperation
0.0,CreateBoundDynamicIndexerAccessExpressionOperation
0.0,CreateBoundAwaitExpressionOperation
0.0,CreateBoundDefaultExpressionOperation
0.0,CreateBoundThrowExpressionOperation
0.0,CreateFromEndIndexExpressionOperation
0.0,CreateBoundLocalDeclarationOperation
0.0,CreateBoundArrayInitializationOperation
0.0,CreateBoundSwitchSectionOperation
0.0,CreateBoundDynamicObjectInitializerMemberOperation
0.0,CreateBoundObjectInitializerMemberOperation
0.0,CreateCollectionValuePlaceholderOperation
0.0,CreateBoundDeconstructValuePlaceholderOperation
0.0,CreateBoundParameterOperation
0.0,CreateReceiverOperation
0.0,CreateBoundConditionalReceiverOperation
0.0,CreateBoundImplicitReceiverOperation
0.0,CreateBoundMemberInitializerOperation
0.0,CreateBoundDynamicCollectionElementInitializerOperation
0.0,CreateBoundCollectionElementInitializerOperation
0.0,CreateBoundNameOfOperatorOperation
0.0,CreateBoundTypeOfOperatorOperation
0.0,CreateBoundSizeOfOperatorOperation
0.0,CreateBoundUnconvertedAddressOfOperatorOperation
0.0,CreateBoundAddressOfOperatorOperation
0.0,CreateBoundNullCoalescingOperatorOperation
0.0,CreateBoundConditionalOperatorOperation
0.0,CreateBoundAsOperatorOperation
0.0,CreateBoundIsOperatorOperation
0.0,CreateBoundIncrementOperatorOperation
0.0,CreateBoundAssignmentOperatorOperation
0.0,CreateBoundCompoundAssignmentOperatorOperation
0.0,CreateBoundNullCoalescingAssignmentOperatorOperation
0.0,CreateBoundEventAssignmentOperatorOperation
0.0,CreateBoundUnaryOperatorOperation
0.0,CreateBoundBinaryOperatorOperation
0.0,CreateBoundTupleBinaryOperatorOperation
0.0,CreateBoundFieldAccessOperation
0.0,CreateBoundDynamicMemberAccessOperation
0.0,CreateBoundIndexerAccessOperation
0.0,CreateBoundImplicitIndexerAccessOperation
0.0,CreateBoundEventAccessOperation
0.0,CreateBoundArrayAccessOperation
0.0,CreateBoundPropertyAccessOperation
0.0,CreateDelegateTargetOperation
0.0,RewriteBuiltInShiftOperation
0.0,PossiblyUnusualConstantOperation
0.0,CreateBoundBadStatementOperation
0.0,CreateBoundLabeledStatementOperation
0.0,CreateBoundFixedStatementOperation
0.0,CreateBoundWhileStatementOperation
0.0,CreateBoundContinueStatementOperation
0.0,CreateBoundIfStatementOperation
0.0,CreateBoundUsingStatementOperation
0.0,CreateBoundForEachStatementOperation
0.0,CreateBoundSwitchStatementOperation
0.0,CreateBoundYieldBreakStatementOperation
0.0,CreateBoundBreakStatementOperation
0.0,CreateBoundLockStatementOperation
0.0,CreateBoundLabelStatementOperation
0.0,CreateBoundLocalFunctionStatementOperation
0.0,CreateBoundYieldReturnStatementOperation
0.0,CreateBoundReturnStatementOperation
0.0,CreateBoundDoStatementOperation
0.0,CreateBoundGotoStatementOperation
0.0,CreateBoundNoOpStatementOperation
0.0,CreateBoundForStatementOperation
0.0,CreateBoundThrowStatementOperation
0.0,CreateBoundTryStatementOperation
0.0,GetRootOperation
0.0,NodeIteration
0.0,AssertPlaceholderAllowedWithoutRegistration
0.0,_afterIndentation
0.0,GetIndentation
0.0,FindMostSpecificImplementation
0.0,OpenMethodImplementation
0.0,GenerateEnumerableImplementation
0.0,IsOnPartialImplementation
0.0,IsInterfaceMemberImplementation
0.0,GenerateEnumeratorImplementation
0.0,GetGuidStringDefaultImplementation
0.0,OpenPropertyImplementation
0.0,TryProcessRecordPropertyDocumentation
0.0,_methodEntryInstrumentation
0.0,ToPublicAnnotation
0.0,Microsoft.CodeAnalysis.IFieldSymbol.get_NullableAnnotation
0.0,Microsoft.CodeAnalysis.IDiscardSymbol.get_NullableAnnotation
0.0,Microsoft.CodeAnalysis.ITypeSymbol.get_NullableAnnotation
0.0,Microsoft.CodeAnalysis.ILocalSymbol.get_NullableAnnotation
0.0,Microsoft.CodeAnalysis.IParameterSymbol.get_NullableAnnotation
0.0,Microsoft.CodeAnalysis.IEventSymbol.get_NullableAnnotation
0.0,ShouldAddNullableAnnotation
0.0,GetValueNullableAnnotation
0.0,ToInternalAnnotation
0.0,BoundDagFieldEvaluation
0.0,BoundDagSliceEvaluation
0.0,BoundDagTypeEvaluation
0.0,BoundDagEvaluation
0.0,LowerEvaluation
0.0,BoundDagIndexerEvaluation
0.0,BoundDagDeconstructEvaluation
0.0,BoundDagAssignmentEvaluation
0.0,BoundDagIndexEvaluation
0.0,BoundDagPropertyEvaluation
0.0,ParseQueryContinuation
0.0,AddPunctuation
0.0,IsDebuggerSpecialPunctuation
0.0,HoistRefInitialization
0.0,MakeSubmissionInitialization
0.0,ConvertAndBindArrayInitialization
0.0,BoundArrayInitialization
0.0,DecodeSecurityAttributeAction
0.0,PostSkipAction
0.0,DecodeSecurityAction
0.0,ParseXmlCDataSection
0.0,SyntheticSwitchSection
0.0,BindSwitchSection
0.0,BoundSwitchSection
0.0,IsPossibleSwitchSection
0.0,ParseSwitchSection
0.0,BuilderForSection
0.0,GetConstraintHandleCollection
0.0,AsyncMethodBuilderMemberCollection
0.0,PendingBranchesCollection
0.0,TryLookupForwardedMetadataTypeWithCycleDetection
0.0,LookupTopLevelMetadataTypeWithCycleDetection
0.0,_createWhitespaceTriviaFunction
0.0,EmitLoadFunction
0.0,IsNestedFunction
0.0,VisitNestedFunction
0.0,EnsureStringHashFunction
0.0,GetDeclaredLocalFunction
0.0,FindLocalFunction
0.0,MakeLocalFunction
0.0,CheckReferenceToMethodIfLocalFunction
0.0,RecordReadInLocalFunction
0.0,IsCapturedInLocalFunction
0.0,ReportUnassignedIfNotCapturedInLocalFunction
0.0,RemapLocalFunction
0.0,LookupLocalFunction
0.0,RewriteLambdaOrLocalFunction
0.0,RemapLambdaOrLocalFunction
0.0,IsLocalFunction
0.0,TypeWithAnnotationsIsNullFunction
0.0,_createQuickTokenFunction
0.0,s_isMemberDeclarationFunction
0.0,IBoundLambdaOrFunction
0.0,TryGetOwnerFunction
0.0,s_hasDirectivesFunction
0.0,BindAnonymousFunction
0.0,AnalyzeAnonymousFunction
0.0,_staticLocalOrAnonymousFunction
0.0,ParseXmlProcessingInstruction
0.0,EmitBinaryCheckedOperatorInstruction
0.0,EmitBinaryOperatorInstruction
0.0,MakeConstruction
0.0,IsInaccessibleBecauseOfConstruction
0.0,InheritsFromOrImplementsIgnoringConstruction
0.0,MakeBinderConstruction
0.0,IsUnusedDeconstruction
0.0,BindDeconstruction
0.0,RewriteDeconstruction
0.0,GetContainingDeconstruction
0.0,BindForEachDeconstruction
0.0,CollectLocalsFromDeconstruction
0.0,GetSymbolInfoForDeconstruction
0.0,AwaiterImplementsINotifyCompletion
0.0,s_addition
0.0,IsValidDynamicCondition
0.0,WithOmittedCondition
0.0,NoteFieldDefinition
0.0,RecordDefinition
0.0,EnsureSingleDefinition
0.0,RetargetNamedTypeDefinition
0.0,Microsoft.CodeAnalysis.ISymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.IFieldSymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.IMethodSymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.ITypeSymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.INamedTypeSymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.IParameterSymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.ITypeParameterSymbol.get_OriginalDefinition
0.0,Microsoft.CodeAnalysis.IEventSymbol.get_OriginalDefinition
0.0,ReportBadStackAllocPosition
0.0,IsLegalCSharp73SpanStackAllocPosition
0.0,GetEndPosition
0.0,GetAdjustedNodePosition
0.0,IsNullableAnalysisEnabledAtSpeculativePosition
0.0,ParseLineDirectivePosition
0.0,IndexOfInitializerContainingPosition
0.0,GetLexemeOffsetFromPosition
0.0,LookupPosition
0.0,GetSnapshotForPosition
0.0,ValueTupleRestPosition
0.0,CheckAndAdjustPosition
0.0,Microsoft.Cci.ISignature.get_CallingConvention
0.0,EmitCancelledException
0.0,UnpendException
0.0,ConvertInsufficientExecutionStackExceptionToCancelledByStackGuardException
0.0,GetItemNotListElementException
0.0,get_Description
0.0,get_OverloadResolution
0.0,PerformCrefOverloadResolution
0.0,PerformForEachPatternOverloadResolution
0.0,PerformMemberOverloadResolution
0.0,FunctionPointerOverloadResolution
0.0,GetAccessibleConstructorsForOverloadResolution
0.0,TryPerformConstructorOverloadResolution
0.0,MethodGroupResolution
0.0,AddSubstitution
0.0,epsilon
0.0,IsDotOrColonColon
0.0,EatUnexpectedTrailingSemicolon
0.0,LineBreaksAfterSemicolon
0.0,IsUncommon
0.0,BoundNegatedPattern
0.0,ParseNegatedPattern
0.0,MakeTestsAndBindingsForNegatedPattern
0.0,BindPattern
0.0,BoundPattern
0.0,BindDiscardPattern
0.0,BoundDiscardPattern
0.0,BindSlicePattern
0.0,BoundSlicePattern
0.0,BoundITuplePattern
0.0,MakeTestsAndBindingsForITuplePattern
0.0,BindTypePattern
0.0,BoundTypePattern
0.0,BindConstantPatternWithFallbackToTypePattern
0.0,MakeTestsForTypePattern
0.0,ParsePattern
0.0,BindRecursivePattern
0.0,BoundRecursivePattern
0.0,ShouldUseITupleForRecursivePattern
0.0,MakeTestsAndBindingsForRecursivePattern
0.0,ParseConjunctivePattern
0.0,ParseDisjunctivePattern
0.0,LooksLikeTypeOfPattern
0.0,SatisfiesForEachPattern
0.0,BindRelationalPattern
0.0,BoundRelationalPattern
0.0,MakeTestsAndBindingsForRelationalPattern
0.0,NeedsSeparatorForPositionalPattern
0.0,CanTokenFollowTypeInPattern
0.0,HasSeparatedNodeTokenPattern
0.0,BindDeclarationPattern
0.0,BoundDeclarationPattern
0.0,MakeTestsAndBindingsForDeclarationPattern
0.0,BindVarPattern
0.0,RewriteToInterpolatedStringHandlerPattern
0.0,BindTypeForPattern
0.0,BindExpressionOrTypeForPattern
0.0,BindExpressionForPattern
0.0,MakeTestsForPattern
0.0,SatisfiesGetEnumeratorPattern
0.0,LowerGeneralIsPattern
0.0,BoundObjectPattern
0.0,BoundConstantPattern
0.0,MakeTestsForConstantPattern
0.0,FindMultiLineCommentPattern
0.0,BindListPattern
0.0,BoundListPattern
0.0,ParseListPattern
0.0,BindLengthAndIndexerForListPattern
0.0,NeedsSeparatorForListPattern
0.0,MakeTestsAndBindingsForListPattern
0.0,ParsePrimaryPattern
0.0,BindUnaryPattern
0.0,BindBinaryPattern
0.0,BoundBinaryPattern
0.0,MakeTestsAndBindingsForBinaryPattern
0.0,NeedsSeparatorForPropertyPattern
0.0,BoundSubpattern
0.0,BoundPositionalSubpattern
0.0,GetSymbolInfoForSubpattern
0.0,BoundPropertySubpattern
0.0,CreatePropertySubpattern
0.0,ReportCantConvertLambdaReturn
0.0,ReportBadReturn
0.0,BindReturn
0.0,HandleReturn
0.0,GenerateReturn
0.0,EnforceNotNullWhenForPendingReturn
0.0,CheckForMeaninglessOnReturn
0.0,ValidateFunctionPointerParamOrReturn
0.0,HadExpressionlessReturn
0.0,ShouldUseIndirectReturn
0.0,AppendImplicitReturn
0.0,EnforceDoesNotReturn
0.0,BindDo
0.0,WriteTriviaTo
0.0,EmbedIfNeedTo
0.0,EmbedTypeIfNeedTo
0.0,WriteTokenTo
0.0,HasInternalAccessTo
0.0,GetGenericInfo
0.0,CanGetSemanticInfo
0.0,LazyUnmanagedCallersOnlyMethodCalledDiagnosticInfo
0.0,GetUnsafeDiagnosticInfo
0.0,GetBadEventUsageDiagnosticInfo
0.0,GetDisabledFeatureDiagnosticInfo
0.0,LazyObsoleteDiagnosticInfo
0.0,TypeParameterDiagnosticInfo
0.0,LazyMissingNonNullTypesContextDiagnosticInfo
0.0,LazyArrayElementCantBeRefAnyDiagnosticInfo
0.0,GetFeatureAvailabilityDiagnosticInfo
0.0,GetAwaitDisposeAsyncInfo
0.0,BindTupleBinaryOperatorNestedInfo
0.0,GetResolvedInfo
0.0,BoundFieldInfo
0.0,BoundMethodInfo
0.0,DeconstructMethodInfo
0.0,GetInterfaceInfo
0.0,DecodeAttributeUsageInfo
0.0,GetAttributeUsageInfo
0.0,CompareExchangeInfo
0.0,BoundAwaitableInfo
0.0,BindTupleDynamicBinaryOperatorSingleInfo
0.0,CSharpTypeInfo
0.0,LocalDefUseInfo
0.0,AddUseSiteInfo
0.0,GetCachedUseSiteInfo
0.0,MergeUseSiteInfo
0.0,_lazyCachedConstraintsUseSiteInfo
0.0,GetUseSiteInfo
0.0,ReportUseSiteInfo
0.0,ResolveInfo
0.0,GetStateMachineSlotDebugInfo
0.0,GetCrefSymbolInfo
0.0,CanAddLookupSymbolInfo
0.0,MethodSymbolMatchesParamInfo
0.0,TokenInfo
0.0,GetAwaitableExpressionInfo
0.0,CallingConventionInfo
0.0,get_ErrorInfo
0.0,GetSymbolSpecificUnsupportedMetadataUseSiteErrorInfo
0.0,AppendConstraintsUseSiteErrorInfo
0.0,GetConstraintsUseSiteErrorInfo
0.0,ForEachEnumeratorInfo
0.0,GetDefaultEnumeratorInfo
0.0,GetForEachLoopOperatorInfo
0.0,BindTupleBinaryOperatorInfo
0.0,AsyncIteratorInfo
0.0,ConstructorInfo
0.0,AddLookupSymbolsInfo
0.0,AddMemberLookupSymbolsInfo
0.0,BindAwaitInfo
0.0,MethodArgumentInfo
0.0,GetArgumentInfo
0.0,_lazyInfo
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.Int32>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.UInt32>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.Int64>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.UInt64>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.Int16>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.UInt16>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.Double>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.Single>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.Byte>.get_Zero
0.0,Microsoft.CodeAnalysis.CSharp.ValueSetFactory.INumericTC<System.SByte>.get_Zero
0.0,IsConstantNumericZero
0.0,normalZero
0.0,EmitIsNullOrZero
0.0,EmitIsNotNullOrZero
0.0,IsDivisionByZero
0.0,AddGoto
0.0,BindGoto
0.0,BoundConditionalGoto
0.0,EmitConditionalGoto
0.0,CheckLiftedBinOp
0.0,CheckNullableNullBinOp
0.0,CheckLiftedUnaryOp
0.0,get_Map
0.0,_triviaMap
0.0,_assemblyGuidMap
0.0,_previousSubmissionFieldMap
0.0,_keywordKindMap
0.0,_genericInstanceMap
0.0,_guardedBoundNodeMap
0.0,_guardedIOperationNodeMap
0.0,LoadedSyntaxTreeMap
0.0,set_TypeMap
0.0,MutableTypeMap
0.0,BuildIsValueTypeMap
0.0,ClearContainingTypeMap
0.0,GetTypeRefHandleToTypeMap
0.0,_emittedNameToTypeMap
0.0,NativeIntegerTypeMap
0.0,AbstractTypeMap
0.0,GetTypeMap
0.0,_currentLambdaBodyTypeMap
0.0,s_emptyTypeMap
0.0,_lazyPragmaWarningStateMap
0.0,_lazyNullableContextStateMap
0.0,_nameToAttributeMap
0.0,LoadDirectiveMap
0.0,_lazyLineDirectiveMap
0.0,AssemblyOrModuleSymbolToModuleRefMap
0.0,localMap
0.0,_symbolMap
0.0,synthesizedMethodImplMap
0.0,GuardedAddBoundTreeAndGetBoundNodeFromMap
0.0,TryGetBoundNodeFromMap
0.0,GuardedGetBoundNodesFromMap
0.0,TestOnlyTryGetBoundNodesFromMap
0.0,GuardedGetSynthesizedStatementFromMap
0.0,_tokenMap
0.0,_noPiaUnificationMap
0.0,MakeExplicitInterfaceImplementationMap
0.0,explicitInterfaceImplementationMap
0.0,CSharpDefinitionMap
0.0,GuardedAddSynthesizedStatementToMap
0.0,_implementationForInterfaceMemberMap
0.0,GetTypesFromMemberMap
0.0,get_UnderlyingDefinitionToMemberMap
0.0,开汰捡桥
0.0,olderMap
0.0,get_BinderMap
0.0,ComputeBinderMap
0.0,get_TypeParameterMap
0.0,ExplicitInterfaceMethodTypeParameterMap
0.0,OverriddenMethodTypeParameterMap
0.0,CreateTypeParameterMap
0.0,AbstractTypeParameterMap
0.0,_lazyParameterMap
0.0,_parameterMap
0.0,get_AliasMap
0.0,CreateAliasMap
0.0,_unassignedFieldsMap
0.0,s_categoriesMap
0.0,_reportedErrorTypesMap
0.0,BuildIsReferenceTypeFromConstraintTypesMap
0.0,GetGlobalUsingAliasesMap
0.0,get_LocalsMap
0.0,get_LabelsMap
0.0,_lazySwitchLabelsMap
0.0,_reportedSymbolsMap
0.0,get_LocalFunctionsMap
0.0,GetNameToTypeMembersMap
0.0,_nameToTypeMembersMap
0.0,MakeNameToMembersMap
0.0,_nameToMembersMap
0.0,_lazyGuardedSynthesizedStatementsMap
0.0,CreateLocalSlotMap
0.0,_inputMap
0.0,_retargetingAssemblyMap
0.0,TargetIsNotOnHeap
0.0,DecimalRep
0.0,_directivesToKeep
0.0,BoundForEachDeconstructStep
0.0,ShouldSkip
0.0,FreeTemp
0.0,MakeTemp
0.0,AllocateTemp
0.0,BoundDagTemp
0.0,AddExpressionTemp
0.0,_returnTemp
0.0,EvaluateConversionToTemp
0.0,EvaluateSideEffectingArgumentToTemp
0.0,SamplePatternForTemp
0.0,MakeValueOrDefaultTemp
0.0,FreeOptTemp
0.0,CodeForJump
0.0,get_Top
0.0,UpdateDiagnosticIndexForStackTop
0.0,UpdateSlotIndexForStackTop
0.0,ScanInterpolatedStringLiteralTop
0.0,MakeWhileTrueLoop
0.0,IsXmlNodeStartOrStop
0.0,BoundDup
0.0,_cachedLookup
0.0,PerformPatternMethodLookup
0.0,IsVerbatimNameAttributeTypeLookup
0.0,ResolveMultipleSymbolsInAttributeTypeLookup
0.0,IsAttributeTypeLookup
0.0,AddVariableCleanup
0.0,EmitCallCleanup
0.0,GenerateHoistedLocalsCleanup
0.0,BindMethodGroup
0.0,BoundMethodGroup
0.0,ResolveMethodGroup
0.0,CheckMethodGroup
0.0,GetUniqueSignatureFromMethodGroup
0.0,ResolveDelegateOrFunctionPointerMethodGroup
0.0,ResolveDefaultMethodGroup
0.0,SnapshotWalkerThroughConversionGroup
0.0,TrackAnalyzedNullabilityThroughConversionGroup
0.0,BoundPropertyGroup
0.0,BoundMethodOrPropertyGroup
0.0,GetSymbolOrMethodOrPropertyGroup
0.0,IsMethodOrPropertyGroup
0.0,AddBitwiseOr
0.0,GetReferencedAssembliesUsedSoFar
0.0,IsIdentifierVar
0.0,TryReplaceChar
0.0,GetIndexOfFirstNonWhitespaceChar
0.0,IsXmlNameChar
0.0,MatchesProductionForXmlChar
0.0,ForChar
0.0,AddIdentChar
0.0,IsXmlNameStartChar
0.0,AreLambdaAndNewDelegateSimilar
0.0,ConstructFieldLikeEventAccessorBody_Regular
0.0,CheckManagedAddr
0.0,ContainingNonLambdaMember
0.0,GetDeclaredMember
0.0,FindExplicitlyImplementedMember
0.0,get_AttributedMember
0.0,CreateMemberInitializerInitializedMember
0.0,FindMember
0.0,IsShadowingSynthesizedRecordMember
0.0,IsImplementableInterfaceMember
0.0,CheckInterfaceMember
0.0,AdjustModifiersForAnInterfaceMember
0.0,ComputeImplementationForInterfaceMember
0.0,GetExplicitImplementationForInterfaceMember
0.0,ComputeImplementationAndDiagnosticsForInterfaceMember
0.0,IsPublicInstanceMember
0.0,CheckOverrideMember
0.0,CheckNonOverrideMember
0.0,_includeMember
0.0,IsNonInvocableMember
0.0,IsInvocableMember
0.0,GetRuntimeMember
0.0,VisitNamedTypeMember
0.0,GetSourceTypeMember
0.0,GetTupleTypeMember
0.0,GetDeclaredSpecialTypeMember
0.0,CommonGetSpecialTypeMember
0.0,TryGetSpecialTypeMember
0.0,TryGetWellKnownTypeMember
0.0,CreateAnonymousTypeMember
0.0,IsNoneOrIncompleteMember
0.0,InheritNullableStateOfMember
0.0,FindMatchingMember
0.0,ContainingMember
0.0,CheckNullableReferenceTypeMismatchOnImplementingMember
0.0,EnsureSpecialMember
0.0,ReportErrorOnSpecialMember
0.0,IsPartialMember
0.0,FixPartialMember
0.0,IsEnumMember
0.0,GetOverriddenMember
0.0,IsLastBinderWithinMember
0.0,BetterFunctionMember
0.0,BindPropertyPatternMember
0.0,BoundPropertySubpatternMember
0.0,EnsureWellKnownMember
0.0,VisitTypeOrMember
0.0,TryGetBuilderMember
0.0,ParseObjectOrCollectionInitializerMember
0.0,IsInitializerMember
0.0,BoundDynamicObjectInitializerMember
0.0,BindObjectInitializerMember
0.0,BoundObjectInitializerMember
0.0,GetEmbeddedTypeForMember
0.0,SymbolAsMember
0.0,SelfOrBaseHasStaticAbstractMember
0.0,CheckForNonCompliantAbstractMember
0.0,MakeDynamicGetMember
0.0,MakeDynamicSetMember
0.0,IsSlotMember
0.0,CanStartMember
0.0,GetIndexOfFirstMember
0.0,CheckImplicitThisCopyInReadOnlyMember
0.0,SequenceNumber
0.0,_nextTransparentIdentifierNumber
0.0,SyntaxLastTokenReplacer
0.0,SyntaxFirstTokenReplacer
0.0,PlaceholderReplacer
0.0,ConditionalReceiverReplacer
0.0,SyntaxReplacer
0.0,BoundTreeDumperNodeProducer
0.0,EmitSwitchHeader
0.0,HasCastToQueryProvider
0.0,BoundSpillSequenceBuilder
0.0,ScopeTreeBuilder
0.0,PENetModuleBuilder
0.0,MostCommonNullableValueBuilder
0.0,DecisionDagBuilder
0.0,GenerateCompleteOnBuilder
0.0,GenerateCreateAndAssignBuilder
0.0,NodeMapBuilder
0.0,NameToSymbolMapBuilder
0.0,_spansBuilder
0.0,_membersBuilder
0.0,DeclaredMembersAndInitializersBuilder
0.0,_sideEffectBuilder
0.0,_conjunctBuilder
0.0,NamespaceBodyBuilder
0.0,CreateDeterministicKeyBuilder
0.0,PEAssemblyBuilder
0.0,BoundTupleOperandPlaceholder
0.0,ReplacePlaceholder
0.0,BoundSlicePatternRangePlaceholder
0.0,BoundValuePlaceholder
0.0,BoundDisposableValuePlaceholder
0.0,BoundAwaitableValuePlaceholder
0.0,BoundObjectOrCollectionValuePlaceholder
0.0,BoundImplicitIndexerValuePlaceholder
0.0,BoundDeconstructValuePlaceholder
0.0,ConversionForBoolPlaceholder
0.0,CreateBoundInterpolatedStringHandlerPlaceholder
0.0,BoundSlicePatternReceiverPlaceholder
0.0,BoundListPatternReceiverPlaceholder
0.0,BoundImplicitIndexerReceiverPlaceholder
0.0,CreateBoundInterpolatedStringArgumentPlaceholder
0.0,InputPlaceholder
0.0,BoundListPatternIndexPlaceholder
0.0,IncludeElementExpander
0.0,_firstBlender
0.0,GetRequiredBinder
0.0,ImplicitlyTypedFieldBinder
0.0,GetRecordConstructorInMethodBinder
0.0,TryGetInMethodBinder
0.0,MakeNamespaceBinder
0.0,GetInNamespaceBinder
0.0,ExpressionListVariableBinder
0.0,PopulateExtensionMethodsFromSingleBinder
0.0,AddLookupSymbolsInfoInSingleBinder
0.0,LookupExtensionMethodsInSingleBinder
0.0,LookupSymbolsInSingleBinder
0.0,WhileBinder
0.0,MakeNameBinder
0.0,get_ScopeBinder
0.0,SimpleLocalScopeBinder
0.0,ScriptLocalScopeBinder
0.0,CatchClauseBinder
0.0,EarlyWellKnownAttributeBinder
0.0,GetTypeParameterNameAttributeValueBinder
0.0,GetParameterNameAttributeValueBinder
0.0,GetDefaultParameterValueBinder
0.0,GetSpeculativeBinder
0.0,MakeCrefBinder
0.0,NameofBinder
0.0,TypeofBinder
0.0,LockOrUsingBinder
0.0,GetLambdaEnclosingBinder
0.0,GetEnclosingBinder
0.0,GetQueryEnclosingBinder
0.0,GetSwitchBinder
0.0,LockBinder
0.0,BlockBinder
0.0,CanHaveAssociatedLocalBinder
0.0,IncrementalBinder
0.0,SkipSemanticModelBinder
0.0,HostObjectModelBinder
0.0,SimpleProgramBinder
0.0,SwitchExpressionArmBinder
0.0,SwitchExpressionBinder
0.0,ForLoopBinder
0.0,GetFieldInitializerBinder
0.0,GetFieldOrPropertyInitializerBinder
0.0,WithUsingNamespacesAndTypesBinder
0.0,WithExternAndUsingAliasesBinder
0.0,WithExternAliasesBinder
0.0,WithLambdaParametersBinder
0.0,WithQueryLambdaParametersBinder
0.0,WithMethodTypeParametersBinder
0.0,WithCrefTypeParametersBinder
0.0,InSubmissionClassBinder
0.0,LocalInProgressBinder
0.0,ConstantFieldsInProgressBinder
0.0,GetBinder
0.0,SimpleProgramUnitBinder
